,star rating,name,review,date,location_code
369,1,Nancy Dougan,"I drove an hour to get your store. My husband needed a electric cart, none to be found. Nobody would help out at all.The man at the desk said there is only 2 of them in the entire store.. I got back in my car and went to Rottadam Bj's. They …",2020-06-01,2
370,5,Laura Spencer,Convenient For Bulk Groceries & Gas,2020-10-01,2
371,1,R,"I am so frustrated with the customer service here! My boyfriend and I always do a split payment when we purschase stuff. Well the self checkout machine wont let you, so we had to wait in line for a cashier. Well she continued to mess up the …",2020-01-01,2
372,5,Danielle Lyle,Big store. They have everything and lots of it.,2020-07-01,2
373,1,Shakti Chauhan,"Had received open items on multiple occasions, Once it was rotten fruits and the other times different items, one example is of a ripped oil container seal from a 5Qt Oil container which caused  oil leak in back of my truck thereby creating …",2020-05-01,2
374,4,YoYo Happy,"Good place to stock up your pantry. Sometimes items are in the place you would think they should be. Reynolds wrap is a little expensive. Sometimes you only need two, but you have to buy more because how it is packaged. I would suggest more …",2019-01-01,2
375,5,William Cruz,Had the greatest costumer service from a cashier named Samantha. Loved the positive energy; she was so helpful 👍🏼,2020-01-01,2
376,2,Eileen Peck,"I joined this BJs today. I was underimpressed.
The store, although not dirty, did not appear very clean either. Store was stocked well.
The big problem was the deli. There were only a few customers to be waited on. Two staff members behind …",2020-01-01,2
377,5,marlesia johnson,"I went to members services to get my BJ'S card and Ms. Bev helped me.  She is the perfect example of customer service.  I loved her. She was so friendly and kept a smile on her face.  I was so comfortable with her,  it felt like I knew her for years.",2019-01-01,2
378,5,Genevieve Domenici,Great customer service. Had a huge stressful issue and the manager took care of it right away and I left a happy customer. Definitely will be staying with this Bjs,2019-01-01,2
379,1,Linda Cioffi,"Tire dept is understaffed. Management seems to be unresponsive to need for more staff. Propane sales come first and any tire related service is last behind sales, phone calls, etc. Appts aren't saved in their system. So much wasted time waiting for them to rotate tires under their warranty. Not worth buying from them.",2020-01-01,2
380,1,Kim Olsen,I usually have a good experience at this BJ’s but was dissappointed today when a deli worker began to prepare my order without changing gloves. This after sweeping the floor. I hope management will educate the staff that gloves are not just for protecting their hands but for protecting the food they serve.,2019-01-01,2
381,5,Grace Cherry,"Grocery shopping is a chore, and you surely could make it more pleasant if you offered maps of the store. At times we go in circles trying to find what we need. That said, we shop there due to your excellent buys, and the personnel are among the friendliest.  Thanks for asking.",2018-01-01,2
382,3,chirag patel,Good shopping for bigger family for small family before use is get expire. Because is come in bunch need 1 get 3 so use extra. Not good for healthy life style.,2018-01-01,2
383,5,Paul Rosano,Great prices and product availability,2020-05-01,2
384,1,Cee Fort,"NO TO TIRES---- don't buy tires here!!!! Understaffed installation. 1 person who does desk, sales, installations, fix flats. Call them and ask before you buy if you dont believe it.. I can't believe 1.5 hour minimum. And, Sam's club has …",2019-01-01,2
385,4,Vladimir Vitkin,"Good store, but limited number of locations and if something sold out no chance buy in different location.",2019-01-01,2
386,5,Dee Dee,Great filet minon webuyn2 whole ones n butcher cuts n wraps or for us YUMMY!$,2019-01-01,2
387,3,Pooja Patel,I don't like the coupon system where I have to see coupons for every time..its tiresome,2018-01-01,2
388,5,Pam L,I am a fan of BJ's. It's my go-to place for a lot of organic foods and wild caught fish (mostly frozen). I also have their credit card so get their gas at 10¢ off a gallon.,2018-01-01,2
389,5,Shawn Lockwood,"I love shopping in bulk, and on top of it have found some really cool products here. The electronics section is surprisingly extensive (and NOT expensive, lol).",2018-01-01,2
390,5,sandra gardner,"This BJ's location has gotten better over time and has a great selection of produce, including some organic options. We also like that they carry Applegate Farm's responsibly-sourced hot dogs and other meats.",2016-01-01,2
391,5,Anthony Multari,I lost my card and they easily replaced it without any hasle.,2018-01-01,2
392,5,L Buchanon S,I love this store I can get groceries and socks at the same time,2018-01-01,2
393,4,Jeanne Mullin,"Very nice , good prices. Nice friendly people",2018-01-01,2
394,5,Kathy Harrington,Love going here great people and  love the quality of stuff you can get for your money,2017-01-01,2
395,4,Nicki Robinson,Always packed and busy . This one has the liquor section. Always happy with my visit.,2018-01-01,2
396,5,Tahirah Thomas-Angel,Can find a bit of everything here. Great place to get alternative meats other than beef or pork.,2018-01-01,2
397,5,Marcella Rice,"During 2016 shopping season an employee named Beverly went out of her way to accommodate me and did it most graciously. She is a stellar example of a wonderful employee.
I came in on a Sat.for a special on Contigo coffee mugs; there were …",2017-01-01,2
398,4,Sherri Howe,Reasonable prices. Make appointment for tire service. Sells car batteries.,2018-01-01,2
399,5,josh marbley,i enjoyed shopping there and the people are great i wouldn't working there at all but places i go to like wal.mart they are rude people but you guys are the best,2015-01-01,2
400,3,Alice Fara,"too many sample people in the aisles, self serve check out is sometimes slow because they have so many things going wrong and1 person to help everyone. Otherwise I like it. Well they got new carts and got rid of most of the samples! They got new carts! Hallelujah",2020-01-01,2
401,5,Vincent Torres,Great prices and fill up on your tank while you're here!,2017-01-01,2
402,4,Bhãskar Rãmarãju,I love this BJs. I have a very long association with this BJs.,2018-01-01,2
403,5,Rafael Gonzalez,Found a great deal on Scullcandy Bluetooth headphones.,2018-01-01,2
404,5,Bessie Lagrande,Great place shop to in bulk also small appliances,2018-01-01,2
405,5,lore weil,"Had a great shopping experience today. Found Christmas presents for less then Target's prices, $8.00 less, yeah.",2018-01-01,2
406,4,DaNON Flasher,Big club prices but their gas for your car is pretty hard to beat the prices.,2019-01-01,2
407,4,Janine Brooks-Sherman,"Very crowded, saw a few people we knew, forgot my coupons, wish I could get them at store. Line was fast and spent to much, ha.",2018-01-01,2
408,1,Mary Russo,"My experience has always been great shopping at BJ's in Albany.  I only have one sincere compliant.
Recently, I rejoined BJ's in Albany with a coupon out of the Sunday newspaper. The SPECIAL SAID -  jOIN AT A SPECIFIC PRICE AND  RECEIVE A …",2017-01-01,2
409,4,Guy Ricci Jr,"Good prices with an expanding collection of merchandise.  Like any wholesale club, you have to buy in quantity.",2018-01-01,2
410,5,GM from A-2-Z,We have a big family so this is a great place to shop.,2017-01-01,2
411,4,Krishna Murthy Sagar,Nice place for shopping.. but Electronic items less..,2018-01-01,2
412,2,ya ya,"Bought a box of organic super green salad, found 2 insects on the leaves, guess they are organic too, so gross!  Do they prewash leaves before sell it?",2019-01-01,2
413,1,Elis,Cashier Socks very bad’ Management sucks’ Wait too long,2020-01-01,2
414,5,William Morgan,Better selection than Saratoga store. Bonus is gas was cheap for Albany area.,2013-01-01,2
415,4,Solanyi Ulloa,"Good for grocery shopping, good staff, love the licor store!",2018-01-01,2
416,3,John Caplis,"A bit seedy, but it's not supposed to be like Target. You can get some bargains but you have to be careful and do price comparisons.",2018-01-01,2
417,2,Michael Clark,Services not that great only prices are good,2018-01-01,2
418,5,Janet Grant,"Love BJ's. Especially since their renovation.  Clean, so many choices, very friendly staff.",2016-01-01,2
419,3,EmiN Em,You cannot compare it with costco but this is an OK location.congested parking lot but it has a very cheap gas price.,2017-01-01,2
420,2,Jared Duffy,There is always a long wait for cashiers and carts are regularly in short supply.,2018-01-01,2
421,5,KEVIN VANBUREN,Almost all of the needs are meant here...Thanks Bjs,2019-01-01,2
422,4,Morgan Heyward,Friendly staff accesible sections,2018-01-01,2
423,1,Bryan Dougall,Only one person working in the autopart section and I can't even get my propane tank filled because he said he needs to finish a customers car first and that he doesn't understand the problem so now I'm waiting for him to complete the car.,2019-01-01,2
424,5,Cooking Like Granny The Vegetarian Way,"Bought a 43"" TV. $78 cheaper than walmart. Same TV",2018-01-01,2
425,4,kate allen,It's nice for buying in bulk,2018-01-01,2
426,5,Alex Sharpe,Good prices on name brands,2018-01-01,2
427,5,Sung Hwan Joo,Clean and good products.,2018-01-01,2
428,4,Johnni Alsumm,Great,2020-01-01,2
429,2,Ebony Boyd,Usually love them but the lady in the liquor store was very rude!,2019-01-01,2
430,5,Joseph Vachaparambil,The store is very big and has a lot of variety for low prices,2017-01-01,2
431,5,Margaret Brandon,Always wonderful,2018-01-01,2
432,5,Anthony Scardillo,Always fun!,2018-01-01,2
433,5,Liven Li,Good,2018-01-01,2
434,5,Baswa Shaker,Great place to shop,2019-01-01,2
435,5,John Bagyi,Great priceslots of selection,2018-01-01,2
436,5,shan kao,Cheap!!,2018-01-01,2
437,4,Mohamed Kamara,Their wholesale prices are great,2018-01-01,2
438,4,Matthew Clink,Great service from friendly and smart technicians,2018-01-01,2
439,5,Debra Bailey,A must if you have a family. Buying in bulk saves $$,2018-01-01,2
440,5,Samantha Rich,Love it,2018-01-01,2
441,4,Michelle M,The best place to shop for family,2018-01-01,2
442,1,Ben Huff,Anytime I've called I kept being put on hold and took over an hour to resolve a question. Manager couldn't help at all and don't care about losing members.,2018-01-01,2
443,4,Chiew Albany,I like their cheesecakes.,2018-01-01,2
444,4,Alfred Perry,As good as always as good as always alright,2018-01-01,2
445,5,kim massie,It was well worth the trip,2018-01-01,2
446,5,JUNSHENG YUAN,Really friendly and smart technicians.,2018-01-01,2
447,5,Thomas Relyea,Great place,2017-01-01,2
448,5,Farid B,Excellent place to shop,2017-01-01,2
449,5,Hawke X,Very good store clean,2017-01-01,2
450,3,Linda Bribiesca,Only stopped for gas.,2016-01-01,2
451,4,Victor Nikulin,Almost never any lines,2016-01-01,2
452,1,Mi Fen,Chemical cake. Betty crocker nastiness. Need I say more?,2016-01-01,2
453,1,Evah Beck,"My experience with BJ's Optical Dept., has NOT BEEN GOOD.....my lenses have fallen out three
times because they are put in by fish line....had to go back two times and now going back
for my third trip....I  need to be compensated ..I want NEW GLASSES...",2014-01-01,2
454,5,kenja thomas,Great place and people,2013-01-01,2
455,5,Kyle Yarter,"(Translated by Google) Best Bjs Ever

(Original)
Best Bjs ever",2018-01-01,2
456,4,Jerry Lamoree,,2018-01-01,2
457,5,Jean Daniel,,2016-01-01,2
458,5,Richard M. O'Brien,,2018-01-01,2
459,5,Kia Tar,,2018-01-01,2
460,1,Alina Mujic,,2020-07-01,2
461,4,Tyler eaton,,2018-01-01,2
462,3,Peter Giftos,,2020-01-01,2
463,5,Pat Meehan,,2019-01-01,2
464,4,Liana,,2018-01-01,2
465,3,Chandra Sekhar Ainavolu,,2016-01-01,2
466,1,Shaun Cahill,,2020-01-01,2
467,5,Jason Mullan,,2018-01-01,2
468,5,Valerie McCann,,2018-01-01,2
469,5,Tawana Boney,,2020-11-01,2
470,4,Janet Ramsay,,2018-01-01,2
471,3,Randy Fine,,2018-01-01,2
472,4,Kristen Haller,,2018-01-01,2
473,4,William H. Gilbert,,2020-01-01,2
474,3,David Markes,,2017-01-01,2
475,5,Muhammad Naseeruddin,,2020-01-01,2
476,3,chirag patel,,2018-01-01,2
477,5,Launika Unique,,2018-01-01,2
478,4,Larry Moonan,,2018-01-01,2
479,4,Charanjeet Kaur,,2018-01-01,2
480,4,Michelle Grady,,2018-01-01,2
481,5,Kevin Keys,,2018-01-01,2
482,3,HOLLY Michaud,,2018-01-01,2
483,1,Mary Patterson,,2018-01-01,2
484,5,Angela Dorato,,2018-01-01,2
485,5,Deborah Holser,,2016-01-01,2
486,4,Ryan,,2018-01-01,2
487,5,Michael Sheeran,,2018-01-01,2
488,5,Elizabeth Geraldino Beato,,2018-01-01,2
489,5,Robin Masih,,2018-01-01,2
490,5,rob z,,2019-01-01,2
491,4,Li Fu,,2018-01-01,2
492,3,Larry Johnson Jr.,,2019-01-01,2
493,3,ivelis vega,,2018-01-01,2
494,4,Sridhar Tirumala,,2018-01-01,2
495,4,tatiroy production,,2018-01-01,2
496,3,DLEX AUTO TRANSPORT LLC,,2018-01-01,2
497,5,yanisory soriano,,2018-01-01,2
498,4,Patricia Keller,,2018-01-01,2
499,4,Andy Britton,,2018-01-01,2
500,5,Neolith Grey,,2020-06-01,2
501,5,San Roque,,2018-01-01,2
502,4,Derek Delong,,2017-01-01,2
503,4,Nisar,,2021-02-01,2
504,3,Veeranjaneyulu Yalavarthoi,,2018-01-01,2
505,5,Dionne Monroe,,2020-05-01,2
506,4,Andres J,,2012-01-01,2
507,5,Marcela Campbell,,2016-01-01,2
508,5,Delores Edwards,,2018-01-01,2
509,4,Kimberly Jones,,2018-01-01,2
510,5,Joanines Flores,,2019-01-01,2
511,5,Janelle Twillie,,2018-01-01,2
512,3,Claire Maguire,,2018-01-01,2
513,5,Rhina Bello,,2018-01-01,2
514,4,Stephen Greenberg,,2017-01-01,2
515,5,Robos Addiction,,2018-01-01,2
516,4,Ghazanfar Khan,,2017-01-01,2
517,1,Damayia Johnson,,2019-01-01,2
518,5,kalyana chakravarthy,,2016-01-01,2
519,2,arthur bingham,,2018-01-01,2
520,4,Tom Petronis,,2018-01-01,2
521,5,charles redice,,2018-01-01,2
522,5,Teresa Roldan,,2019-01-01,2
523,4,Wade Garner,,2021-12-01,2
524,4,Julia McKeon,,2018-01-01,2
525,4,Yhannys VSG Journey,,2018-01-01,2
526,3,Joseph Agell,,2014-01-01,2
527,5,Samantha Holmes,,2018-01-01,2
528,5,milka,,2018-01-01,2
529,4,Paul Costa,,2018-01-01,2
530,2,Chet B,,2018-01-01,2
531,1,Joan Rogers,,2020-05-01,2
532,4,Ronald Evans,,2018-01-01,2
533,5,Gregory Govel,,2018-01-01,2
534,4,Ernest Modarelli,,2018-01-01,2
535,4,Sharon Gotay,,2018-01-01,2
536,5,Akhila Moogala,,2016-01-01,2
537,4,Juan D Carrascal,,2016-01-01,2
538,5,T K,,2018-01-01,2
539,4,Sharon Leppanen,,2020-07-01,2
540,4,Charise Chapman,,2018-01-01,2
541,4,PragM,,2016-01-01,2
542,1,Lindsey Duval,,2020-01-01,2
543,5,Oneil Small,,2018-01-01,2
544,5,Rayneiqua Jenkins,,2017-01-01,2
545,1,Jeanette Phillips,,2018-01-01,2
546,5,Ashley Weil,,2018-01-01,2
547,4,Erik Stroehlein,,2015-01-01,2
548,5,Z. Ward,,2018-01-01,2
549,5,Antonia Reyes,,2021-12-01,2
550,4,Eugene Forget,,2017-01-01,2
551,5,Joyce Feeley,,2020-01-01,2
552,5,William H. Creitz,,2018-01-01,2
553,5,Sonia Ortiz,,2018-01-01,2
554,5,William Gokey,,2018-01-01,2
555,5,Marlon Williams,,2018-01-01,2
556,4,Vishal Makwana,,2017-01-01,2
557,5,Ed Steell,"Very nice pls, But in the drinks area it is very neglected, everything is full of dust",2021-01-01,3
558,2,Jeffrey Pimentel,Avoid this place during the weekends. Lines are so long you think your at the unemployment building.  Great food and pricing but horrible when it is time to check out.,2021-12-01,3
559,5,Ewa Wawrzosek,"Was just there on Wednesday 6 pm August 12, and I received the best customer service by two young guys that changed my tires in my daughters car. Very nice , polite and fast",2020-08-01,3
560,4,Carlos Perez,"Nicely Stock, from food 🥘 , clothes 👖 , books 📚 , Electronics 💻, and household items 🧹 even alcohol 🍺",2020-01-01,3
