full,split,length,title,subtitle,date_published,text,date_scraped,rating,top_reviewer,helpful_reviewer,rating_count,name,review_count
"I
IntisarTOP REVIEWER
14 ratings6 reviews
December 3, 2020
Yet devlierey card bjs
Helpful
04/07/2021 13:09:22
1","['I', 'IntisarTOP REVIEWER', '14 ratings6 reviews', 'December 3, 2020', 'Yet devlierey card bjs', 'Helpful', '04/07/2021 13:09:22', '1']",8,IntisarTOP REVIEWER,14 ratings6 reviews,12/03/2020,Yet devlierey card bjs,04/07/2021 13:09:22,1,1,0,14,Intisar,0
"P
PamelaTOP REVIEWER
8 ratings8 reviews
December 3, 2020
GREAT CUSTOMER SERVICE! Salesperson explained everything clearly and professionally. Very personable, friendly, fast service. An all around fantastic experience!
Helpful
04/07/2021 13:09:22
5","['P', 'PamelaTOP REVIEWER', '8 ratings8 reviews', 'December 3, 2020', 'GREAT CUSTOMER SERVICE! Salesperson explained everything clearly and professionally. Very personable, friendly, fast service. An all around fantastic experience!', 'Helpful', '04/07/2021 13:09:22', '5']",8,PamelaTOP REVIEWER,8 ratings8 reviews,12/03/2020,"GREAT CUSTOMER SERVICE! Salesperson explained everything clearly and professionally. Very personable, friendly, fast service. An all around fantastic experience!",04/07/2021 13:09:22,5,1,0,8,Pamela,0
"K
Kimberly
4 ratings2 reviews
December 3, 2020
Easy process!
Helpful
04/07/2021 13:09:22
5","['K', 'Kimberly', '4 ratings2 reviews', 'December 3, 2020', 'Easy process!', 'Helpful', '04/07/2021 13:09:22', '5']",8,Kimberly,4 ratings2 reviews,12/03/2020,Easy process!,04/07/2021 13:09:22,5,0,0,4,Kimberly,0
"L
LindaTOP REVIEWER
11 ratings5 reviews1 photos
December 3, 2020
I bought this for my daughter so, she will be able to experience the saving like I do.
Helpful
04/07/2021 13:09:22
5","['L', 'LindaTOP REVIEWER', '11 ratings5 reviews1 photos', 'December 3, 2020', 'I bought this for my daughter so, she will be able to experience the saving like I do.', 'Helpful', '04/07/2021 13:09:22', '5']",8,LindaTOP REVIEWER,11 ratings5 reviews1 photos,12/03/2020,"I bought this for my daughter so, she will be able to experience the saving like I do.",04/07/2021 13:09:22,5,1,0,11,Linda,0
"M
Miguel
1 ratings1 reviews
December 3, 2020
Frank, the manager at this location has been a bless. He us very helpful, friendly and now the merchandise very well.
Helpful
04/07/2021 13:09:26
5","['M', 'Miguel', '1 ratings1 reviews', 'December 3, 2020', 'Frank, the manager at this location has been a bless. He us very helpful, friendly and now the merchandise very well.', 'Helpful', '04/07/2021 13:09:26', '5']",8,Miguel,1 ratings1 reviews,12/03/2020,"Frank, the manager at this location has been a bless. He us very helpful, friendly and now the merchandise very well.",04/07/2021 13:09:26,5,0,0,1,Miguel,0
"C
ChocBaby
1 ratings1 reviews
December 3, 2020
Super easy to redeem I was in and out in a matter of minutes
Helpful
04/07/2021 13:09:26
5","['C', 'ChocBaby', '1 ratings1 reviews', 'December 3, 2020', 'Super easy to redeem I was in and out in a matter of minutes', 'Helpful', '04/07/2021 13:09:26', '5']",8,ChocBaby,1 ratings1 reviews,12/03/2020,Super easy to redeem I was in and out in a matter of minutes,04/07/2021 13:09:26,5,0,0,1,ChocBaby,0
"B
Brian
1 ratings1 reviews
December 3, 2020
Very easy. Took voucher to BJ'S , scanned and shopped. Found some great buys.
Helpful
04/07/2021 13:09:26
5","['B', 'Brian', '1 ratings1 reviews', 'December 3, 2020', ""Very easy. Took voucher to BJ'S , scanned and shopped. Found some great buys."", 'Helpful', '04/07/2021 13:09:26', '5']",8,Brian,1 ratings1 reviews,12/03/2020,"Very easy. Took voucher to BJ'S , scanned and shopped. Found some great buys.",04/07/2021 13:09:26,5,0,0,1,Brian,0
"S
Sylvia
2 ratings2 reviews
December 3, 2020
I love this store
Helpful
04/07/2021 13:09:26
5","['S', 'Sylvia', '2 ratings2 reviews', 'December 3, 2020', 'I love this store', 'Helpful', '04/07/2021 13:09:26', '5']",8,Sylvia,2 ratings2 reviews,12/03/2020,I love this store,04/07/2021 13:09:26,5,0,0,2,Sylvia,0
"C
Candy
1 ratings1 reviews
December 3, 2020
Long delays at the facility - 7 days not waiting for goods to be shipped out
Helpful
04/07/2021 13:09:26
3","['C', 'Candy', '1 ratings1 reviews', 'December 3, 2020', 'Long delays at the facility - 7 days not waiting for goods to be shipped out', 'Helpful', '04/07/2021 13:09:26', '3']",8,Candy,1 ratings1 reviews,12/03/2020,Long delays at the facility - 7 days not waiting for goods to be shipped out,04/07/2021 13:09:26,3,0,0,1,Candy,0
"D
Dana
2 ratings2 reviews
December 3, 2020
Awesome deal! Easy to redeem and friendly customer service!
Helpful
04/07/2021 13:09:26
5","['D', 'Dana', '2 ratings2 reviews', 'December 3, 2020', 'Awesome deal! Easy to redeem and friendly customer service!', 'Helpful', '04/07/2021 13:09:26', '5']",8,Dana,2 ratings2 reviews,12/03/2020,Awesome deal! Easy to redeem and friendly customer service!,04/07/2021 13:09:26,5,0,0,2,Dana,0
"B
Beth
1 ratings1 reviews
December 3, 2020
Nice selection of name brand merchandise & unbeatable values!
Helpful
04/07/2021 13:09:26
5","['B', 'Beth', '1 ratings1 reviews', 'December 3, 2020', 'Nice selection of name brand merchandise & unbeatable values!', 'Helpful', '04/07/2021 13:09:26', '5']",8,Beth,1 ratings1 reviews,12/03/2020,Nice selection of name brand merchandise & unbeatable values!,04/07/2021 13:09:26,5,0,0,1,Beth,0
"D
DeborahTOP REVIEWERHELPFUL REVIEWER
30 ratings26 reviews
December 3, 2020
Terrible customer service! Went there today to use my Groupon certificate— it took 3 people and 40 minutes before they figured out how to finally get my membership!
Helpful
04/07/2021 13:09:26
1","['D', 'DeborahTOP REVIEWERHELPFUL REVIEWER', '30 ratings26 reviews', 'December 3, 2020', 'Terrible customer service! Went there today to use my Groupon certificate— it took 3 people and 40 minutes before they figured out how to finally get my membership!', 'Helpful', '04/07/2021 13:09:26', '1']",8,DeborahTOP REVIEWERHELPFUL REVIEWER,30 ratings26 reviews,12/03/2020,Terrible customer service! Went there today to use my Groupon certificate— it took 3 people and 40 minutes before they figured out how to finally get my membership!,04/07/2021 13:09:26,1,1,1,30,Deborah,0
"G
Guest
1 ratings1 reviews
December 3, 2020
I just took my coupon to BJ's and I got my new card without a delay, the variety of items look ok, I may update later this once I do more shopping there.
Helpful
04/07/2021 13:09:26
4","['G', 'Guest', '1 ratings1 reviews', 'December 3, 2020', ""I just took my coupon to BJ's and I got my new card without a delay, the variety of items look ok, I may update later this once I do more shopping there."", 'Helpful', '04/07/2021 13:09:26', '4']",8,Guest,1 ratings1 reviews,12/03/2020,"I just took my coupon to BJ's and I got my new card without a delay, the variety of items look ok, I may update later this once I do more shopping there.",04/07/2021 13:09:26,4,0,0,1,Guest,0
"L
LindaTOP REVIEWERHELPFUL REVIEWER
34 ratings26 reviews
December 3, 2020
Beautiful store
Helpful
04/07/2021 13:09:26
5","['L', 'LindaTOP REVIEWERHELPFUL REVIEWER', '34 ratings26 reviews', 'December 3, 2020', 'Beautiful store', 'Helpful', '04/07/2021 13:09:26', '5']",8,LindaTOP REVIEWERHELPFUL REVIEWER,34 ratings26 reviews,12/03/2020,Beautiful store,04/07/2021 13:09:26,5,1,1,34,Linda,0
"T
TammaraTOP REVIEWERHELPFUL REVIEWERSHUTTERBUG
6 ratings5 reviews7 photos
December 3, 2020
Getting my membership card was quick and the customer service representative that assisted me was excellent. He was very pleasant and helpful.
Helpful
04/07/2021 13:09:30
5","['T', 'TammaraTOP REVIEWERHELPFUL REVIEWERSHUTTERBUG', '6 ratings5 reviews7 photos', 'December 3, 2020', 'Getting my membership card was quick and the customer service representative that assisted me was excellent. He was very pleasant and helpful.', 'Helpful', '04/07/2021 13:09:30', '5']",8,TammaraTOP REVIEWERHELPFUL REVIEWERSHUTTERBUG,6 ratings5 reviews7 photos,12/03/2020,Getting my membership card was quick and the customer service representative that assisted me was excellent. He was very pleasant and helpful.,04/07/2021 13:09:30,5,1,1,6,Tammara,0
"D
David
2 ratings2 reviews
December 3, 2020
I had a groupon and went to BJ'S and redeemed it without issue. 3 minute process. We then continued to shop and spent over $50
Helpful
04/07/2021 13:09:30
5","['D', 'David', '2 ratings2 reviews', 'December 3, 2020', ""I had a groupon and went to BJ'S and redeemed it without issue. 3 minute process. We then continued to shop and spent over $50"", 'Helpful', '04/07/2021 13:09:30', '5']",8,David,2 ratings2 reviews,12/03/2020,I had a groupon and went to BJ'S and redeemed it without issue. 3 minute process. We then continued to shop and spent over $50,04/07/2021 13:09:30,5,0,0,2,David,0
"A
Angel
1 ratings1 reviews
December 2, 2020
Very easy to redeem, nice store. Great deals, money well spent!
Helpful
04/07/2021 13:09:30
5","['A', 'Angel', '1 ratings1 reviews', 'December 2, 2020', 'Very easy to redeem, nice store. Great deals, money well spent!', 'Helpful', '04/07/2021 13:09:30', '5']",8,Angel,1 ratings1 reviews,12/02/2020,"Very easy to redeem, nice store. Great deals, money well spent!",04/07/2021 13:09:30,5,0,0,1,Angel,0
"R
Raquel
1 ratings1 reviews
December 2, 2020
Great purchase
Helpful
04/07/2021 13:09:30
5","['R', 'Raquel', '1 ratings1 reviews', 'December 2, 2020', 'Great purchase', 'Helpful', '04/07/2021 13:09:30', '5']",8,Raquel,1 ratings1 reviews,12/02/2020,Great purchase,04/07/2021 13:09:30,5,0,0,1,Raquel,0
"A
AdaTOP REVIEWER
7 ratings6 reviews
December 2, 2020
I can't ever find the same dog food it varies too much
Helpful
04/07/2021 13:09:30
4","['A', 'AdaTOP REVIEWER', '7 ratings6 reviews', 'December 2, 2020', ""I can't ever find the same dog food it varies too much"", 'Helpful', '04/07/2021 13:09:30', '4']",8,AdaTOP REVIEWER,7 ratings6 reviews,12/02/2020,I can't ever find the same dog food it varies too much,04/07/2021 13:09:30,4,1,0,7,Ada,0
"S
Shae
5 ratings4 reviews
December 2, 2020
The associate who helped me with setting up my fathers account online was super nice and very helpful.
Helpful
04/07/2021 13:09:30
5","['S', 'Shae', '5 ratings4 reviews', 'December 2, 2020', 'The associate who helped me with setting up my fathers account online was super nice and very helpful.', 'Helpful', '04/07/2021 13:09:30', '5']",8,Shae,5 ratings4 reviews,12/02/2020,The associate who helped me with setting up my fathers account online was super nice and very helpful.,04/07/2021 13:09:30,5,0,0,5,Shae,0
"M
MrsTOP REVIEWERHELPFUL REVIEWER
58 ratings57 reviews
December 2, 2020
I purchased the Groupon at the store. There no lines to speak to the membership team and I received my card as soon as I showed the voucher. I highly recommend this groupon.
Helpful
04/07/2021 13:09:30
5","['M', 'MrsTOP REVIEWERHELPFUL REVIEWER', '58 ratings57 reviews', 'December 2, 2020', 'I purchased the Groupon at the store. There no lines to speak to the membership team and I received my card as soon as I showed the voucher. I highly recommend this groupon.', 'Helpful', '04/07/2021 13:09:30', '5']",8,MrsTOP REVIEWERHELPFUL REVIEWER,58 ratings57 reviews,12/02/2020,I purchased the Groupon at the store. There no lines to speak to the membership team and I received my card as soon as I showed the voucher. I highly recommend this groupon.,04/07/2021 13:09:30,5,1,1,58,Mrs,0
"C
Christine
1 ratings1 reviews
December 2, 2020
Amazing
Helpful
04/07/2021 13:09:30
5","['C', 'Christine', '1 ratings1 reviews', 'December 2, 2020', 'Amazing', 'Helpful', '04/07/2021 13:09:30', '5']",8,Christine,1 ratings1 reviews,12/02/2020,Amazing,04/07/2021 13:09:30,5,0,0,1,Christine,0
"C
Christopher
1 ratings1 reviews
December 2, 2020
Went to pick up my BJs membership card and was greeted by a lovely young lady who
Helpful
04/07/2021 13:09:30
5","['C', 'Christopher', '1 ratings1 reviews', 'December 2, 2020', 'Went to pick up my BJs membership card and was greeted by a lovely young lady who', 'Helpful', '04/07/2021 13:09:30', '5']",8,Christopher,1 ratings1 reviews,12/02/2020,Went to pick up my BJs membership card and was greeted by a lovely young lady who,04/07/2021 13:09:30,5,0,0,1,Christopher,0
"K
KathleenTOP REVIEWERHELPFUL REVIEWER
88 ratings25 reviews
December 2, 2020
Quick and easy processing of the membership card
Helpful
04/07/2021 13:09:30
5","['K', 'KathleenTOP REVIEWERHELPFUL REVIEWER', '88 ratings25 reviews', 'December 2, 2020', 'Quick and easy processing of the membership card', 'Helpful', '04/07/2021 13:09:30', '5']",8,KathleenTOP REVIEWERHELPFUL REVIEWER,88 ratings25 reviews,12/02/2020,Quick and easy processing of the membership card,04/07/2021 13:09:30,5,1,1,88,Kathleen,0
"P
PamTOP REVIEWERHELPFUL REVIEWER
24 ratings15 reviews
December 2, 2020
A BJ’s membership for $20 is a great deal!
Helpful
04/07/2021 13:09:34
5","['P', 'PamTOP REVIEWERHELPFUL REVIEWER', '24 ratings15 reviews', 'December 2, 2020', 'A BJ’s membership for $20 is a great deal!', 'Helpful', '04/07/2021 13:09:34', '5']",8,PamTOP REVIEWERHELPFUL REVIEWER,24 ratings15 reviews,12/02/2020,A BJ’s membership for $20 is a great deal!,04/07/2021 13:09:34,5,1,1,24,Pam,0
"B
Barry
1 ratings1 reviews
December 2, 2020
Sweet deals and a lot less expensive than most stores! Thanks for the discounted membership Groupon!
Helpful
04/07/2021 13:09:34
5","['B', 'Barry', '1 ratings1 reviews', 'December 2, 2020', 'Sweet deals and a lot less expensive than most stores! Thanks for the discounted membership Groupon!', 'Helpful', '04/07/2021 13:09:34', '5']",8,Barry,1 ratings1 reviews,12/02/2020,Sweet deals and a lot less expensive than most stores! Thanks for the discounted membership Groupon!,04/07/2021 13:09:34,5,0,0,1,Barry,0
"J
Jonathan
2 ratings1 reviews
December 2, 2020
My club had very limited meat selection and most had short remaining shelf life.
Helpful
04/07/2021 13:09:34
1","['J', 'Jonathan', '2 ratings1 reviews', 'December 2, 2020', 'My club had very limited meat selection and most had short remaining shelf life.', 'Helpful', '04/07/2021 13:09:34', '1']",8,Jonathan,2 ratings1 reviews,12/02/2020,My club had very limited meat selection and most had short remaining shelf life.,04/07/2021 13:09:34,1,0,0,2,Jonathan,0
"A
Arnold
2 ratings2 reviews
December 1, 2020
The service was very good, but they more people because the line was so long.
Helpful
04/07/2021 13:09:34
5","['A', 'Arnold', '2 ratings2 reviews', 'December 1, 2020', 'The service was very good, but they more people because the line was so long.', 'Helpful', '04/07/2021 13:09:34', '5']",8,Arnold,2 ratings2 reviews,12/01/2020,"The service was very good, but they more people because the line was so long.",04/07/2021 13:09:34,5,0,0,2,Arnold,0
"D
Danny
3 ratings3 reviews
December 1, 2020
The deals you get on the pricing at BJs is great for their annual fee, but having a Groupon makes the decision to join even more of a bonus.
Helpful
04/07/2021 13:09:34
5","['D', 'Danny', '3 ratings3 reviews', 'December 1, 2020', 'The deals you get on the pricing at BJs is great for their annual fee, but having a Groupon makes the decision to join even more of a bonus.', 'Helpful', '04/07/2021 13:09:34', '5']",8,Danny,3 ratings3 reviews,12/01/2020,"The deals you get on the pricing at BJs is great for their annual fee, but having a Groupon makes the decision to join even more of a bonus.",04/07/2021 13:09:34,5,0,0,3,Danny,0
"C
CharlesTOP REVIEWER
16 ratings12 reviews
December 1, 2020
Excellent choices...super employees..even had an item not sold in no stores..sabrett hot sausage
Helpful
04/07/2021 13:09:34
5","['C', 'CharlesTOP REVIEWER', '16 ratings12 reviews', 'December 1, 2020', 'Excellent choices...super employees..even had an item not sold in no stores..sabrett hot sausage', 'Helpful', '04/07/2021 13:09:34', '5']",8,CharlesTOP REVIEWER,16 ratings12 reviews,12/01/2020,Excellent choices...super employees..even had an item not sold in no stores..sabrett hot sausage,04/07/2021 13:09:34,5,1,0,16,Charles,0
"L
LindaTOP REVIEWER
13 ratings10 reviews
December 1, 2020
So helpful with setting up my membership!
Helpful
04/07/2021 13:09:34
5","['L', 'LindaTOP REVIEWER', '13 ratings10 reviews', 'December 1, 2020', 'So helpful with setting up my membership!', 'Helpful', '04/07/2021 13:09:34', '5']",8,LindaTOP REVIEWER,13 ratings10 reviews,12/01/2020,So helpful with setting up my membership!,04/07/2021 13:09:34,5,1,0,13,Linda,0
"K
KarlaTOP REVIEWER
7 ratings5 reviews
December 1, 2020
Perfect
Helpful
04/07/2021 13:09:34
5","['K', 'KarlaTOP REVIEWER', '7 ratings5 reviews', 'December 1, 2020', 'Perfect', 'Helpful', '04/07/2021 13:09:34', '5']",8,KarlaTOP REVIEWER,7 ratings5 reviews,12/01/2020,Perfect,04/07/2021 13:09:34,5,1,0,7,Karla,0
"W
Whitney
3 ratings1 reviews
December 1, 2020
Super easy to validate
Helpful
04/07/2021 13:09:34
5","['W', 'Whitney', '3 ratings1 reviews', 'December 1, 2020', 'Super easy to validate', 'Helpful', '04/07/2021 13:09:34', '5']",8,Whitney,3 ratings1 reviews,12/01/2020,Super easy to validate,04/07/2021 13:09:34,5,0,0,3,Whitney,0
"Y
Yonile
3 ratings1 reviews
December 1, 2020
Love it.
Helpful
04/07/2021 13:09:34
5","['Y', 'Yonile', '3 ratings1 reviews', 'December 1, 2020', 'Love it.', 'Helpful', '04/07/2021 13:09:34', '5']",8,Yonile,3 ratings1 reviews,12/01/2020,Love it.,04/07/2021 13:09:34,5,0,0,3,Yonile,0
